Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Date
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,53.316,2,0.4,-19.5492,2020-10-20 20:32:29.684779348
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,56.52,3,0.0,15.8256,2020-10-20 22:18:50.471329932
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,22.77,3,0.0,9.7911,2020-10-21 00:05:11.257880516
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Chairs,287.968,4,0.2,-3.5996,2020-10-21 01:51:32.044431104
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,2799.96,5,0.2,944.9865,2020-10-21 03:37:52.830981688
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,48.94,1,0.0,24.47,2020-10-21 05:24:13.617532276
Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Bookcases,257.499,3,0.15,24.2352,2020-10-21 07:10:34.404082860
Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,2591.56,4,0.0,621.9744,2020-10-21 08:56:55.190633444
Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,41.95,5,0.0,10.4875,2020-10-21 10:43:15.977184032
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,79.12,5,0.2,13.846,2020-10-21 12:29:36.763734616
Second Class,Consumer,United States,Woonsocket,Rhode Island,2895,East,Furniture,Furnishings,52.96,2,0.0,20.1248,2020-10-21 14:15:57.550285200
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Supplies,286.344,3,0.2,-64.4274,2020-10-21 16:02:18.336835788
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Furniture,Furnishings,63.552,3,0.2,14.2992,2020-10-21 17:48:39.123386372
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Supplies,41.376,3,0.2,4.6548,2020-10-21 19:34:59.909936956
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,172.704,6,0.2,10.794,2020-10-21 21:21:20.696487544
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.0,97.4586,2020-10-21 23:07:41.483038128
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.0,189.4046,2020-10-22 00:54:02.269588712
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,769.95,5,0.0,223.2855,2020-10-22 02:40:23.056139300
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Office Supplies,Art,14.98,1,0.0,4.494,2020-10-22 04:26:43.842689884
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.0,82.0776,2020-10-22 06:13:04.629240468
Second Class,Corporate,United States,Port Saint Lucie,Florida,34952,South,Furniture,Bookcases,231.92,5,0.2,5.798,2020-10-22 07:59:25.415791056
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,63.47,11,0.0,19.041,2020-10-22 09:45:46.202341640
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,345.0,5,0.0,58.65,2020-10-22 11:32:06.988892228
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,637.896,3,0.3,-127.5792,2020-10-22 13:18:27.775442812
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,287.91,3,0.4,33.5895,2020-10-22 15:04:48.561993396
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895,2020-10-22 16:51:09.348543984
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,1.78,1,0.0,0.4984,2020-10-22 18:37:30.135094568
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,25.92,4,0.0,12.4416,2020-10-22 20:23:50.921645152
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,101.94,6,0.0,21.4074,2020-10-22 22:10:11.708195740
Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Art,6.848,2,0.2,0.5992,2020-10-22 23:56:32.494746324
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,474.43,11,0.0,199.2606,2020-10-23 01:42:53.281296908
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,2.64,2020-10-23 03:29:14.067847496
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,39.296,4,0.2,3.9296,2020-10-23 05:15:34.854398080
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,17.12,4,0.0,4.9648,2020-10-23 07:01:55.640948664
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,542.94,3,0.0,152.0232,2020-10-23 08:48:16.427499252
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,8.64,3,0.0,4.2336,2020-10-23 10:34:37.214049836
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,193.8,5,0.0,94.962,2020-10-23 12:20:58.000600420
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,21.4,5,0.0,9.63,2020-10-23 14:07:18.787151008
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,97.88,2,0.0,48.94,2020-10-23 15:53:39.573701592
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,251.91,9,0.0,47.8629,2020-10-23 17:40:00.360252180
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,25.86,3,0.0,6.7236,2020-10-23 19:26:21.146802764
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,170.058,3,0.3,-4.8588,2020-10-23 21:12:41.933353348
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Technology,Phones,82.782,3,0.4,-15.1767,2020-10-23 22:59:02.719903936
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,0.3,0.0,2020-10-24 00:45:23.506454520
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,556.665,5,0.15,6.549,2020-10-24 02:31:44.293005104
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,95.84,4,0.2,34.742,2020-10-24 04:18:05.079555692
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4,0.2,10.0116,2020-10-24 06:04:25.866106276
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Art,9.184,7,0.2,2.87,2020-10-24 07:50:46.652656860
First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386,2020-10-24 09:37:07.439207448
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.512,2020-10-24 11:23:28.225758032
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Technology,Machines,479.97,3,0.0,239.985,2020-10-24 13:09:49.012308616
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0.0,60.5488,2020-10-24 14:56:09.798859204
Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Appliances,236.88,6,0.0,66.3264,2020-10-24 16:42:30.585409788
Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Paper,29.9,5,0.0,14.651,2020-10-24 18:28:51.371960372
Standard Class,Home Office,United States,Covington,Washington,98042,West,Technology,Accessories,100.0,4,0.0,21.0,2020-10-24 20:15:12.158510960
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Office Supplies,Binders,18.693,3,0.7,-14.3313,2020-10-24 22:01:32.945061544
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Technology,Accessories,383.952,6,0.2,76.7904,2020-10-24 23:47:53.731612128
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,24.816,2,0.2,1.551,2020-10-25 01:34:14.518162716
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,24.9,5,0.0,8.217,2020-10-25 03:20:35.304713300
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.12,4,0.0,9.504,2020-10-25 05:06:56.091263888
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,767.952,6,0.2,287.982,2020-10-25 06:53:16.877814472
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,4.6644,2020-10-25 08:39:37.664365056
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,191.976,3,0.2,19.1976,2020-10-25 10:25:58.450915644
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,274.77,9,0.0,126.3942,2020-10-25 12:12:19.237466228
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,70.56,6,0.0,23.9904,2020-10-25 13:58:40.024016812
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,204.85,5,0.0,57.358,2020-10-25 15:45:00.810567400
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734,2020-10-25 17:31:21.597117984
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,23.992,2,0.8,-62.3792,2020-10-25 19:17:42.383668568
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,80.88,3,0.0,39.6312,2020-10-25 21:04:03.170219156
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,599.9,10,0.0,191.968,2020-10-25 22:50:23.956769740
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,276.69,3,0.0,49.8042,2020-10-26 00:36:44.743320324
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,172.764,2,0.1,32.6332,2020-10-26 02:23:05.529870912
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.224,3,0.2,1.4784,2020-10-26 04:09:26.316421496
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.272,2,0.4,-81.8544,2020-10-26 05:55:47.102972080
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,55.44,11,0.2,18.018,2020-10-26 07:42:07.889522668
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.928,4,0.2,6.8016,2020-10-26 09:28:28.676073252
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,2020-10-26 11:14:49.462623840
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.176,1,0.4,-20.1528,2020-10-26 13:01:10.249174424
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775,2020-10-26 14:47:31.035725008
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,72.744,7,0.2,-15.4581,2020-10-26 16:33:51.822275596
Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,572.16,3,0.2,35.76,2020-10-26 18:20:12.608826180
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,0.2,17.8794,2020-10-26 20:06:33.395376764
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,25.032,3,0.2,7.8225,2020-10-26 21:52:54.181927352
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,39.992,1,0.2,7.4985,2020-10-26 23:39:14.968477936
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,20.016,9,0.2,1.7514,2020-10-27 01:25:35.755028520
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,3.104,1,0.2,0.3492,2020-10-27 03:11:56.541579108
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,7.52,5,0.2,1.41,2020-10-27 04:58:17.328129692
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3,0.2,0.8988,2020-10-27 06:44:38.114680276
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,47.808,12,0.2,15.5376,2020-10-27 08:30:58.901230864
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,978.84,9,0.2,110.1195,2020-10-27 10:17:19.687781448
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.681,2020-10-27 12:03:40.474332032
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396,2020-10-27 13:50:01.260882620
First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908,2020-10-27 15:36:22.047433204
Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,999.98,2,0.0,449.991,2020-10-27 17:22:42.833983792
First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044,2020-10-27 19:09:03.620534376
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,220.064,4,0.2,55.016,2020-10-27 20:55:24.407084960
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,339.136,4,0.2,0.0,2020-10-27 22:41:45.193635548
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088,2020-10-28 00:28:05.980186132
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2016,2020-10-28 02:14:26.766736716
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,116.28,3,0.0,56.9772,2020-10-28 04:00:47.553287304
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,47.976,3,0.2,4.7976,2020-10-28 05:47:08.339837888
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,60.048,9,0.2,22.518,2020-10-28 07:33:29.126388472
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,5.022,1,0.7,-3.5154,2020-10-28 09:19:49.912939060
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395,2020-10-28 11:06:10.699489644
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.272,3,0.2,3.21,2020-10-28 12:52:31.486040228
First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.857,3,0.7,-6.0237,2020-10-28 14:38:52.272590816
Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,302.384,2,0.2,30.2384,2020-10-28 16:25:13.059141400
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,20.952,3,0.2,7.0713,2020-10-28 18:11:33.845691984
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,11.784,3,0.2,3.9771,2020-10-28 19:57:54.632242572
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.0,172.4814,2020-10-28 21:44:15.418793156
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,20.7,2,0.0,9.936,2020-10-28 23:30:36.205343744
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285,2020-10-29 01:16:56.991894328
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,14.352,3,0.2,4.6644,2020-10-29 03:03:17.778444912
First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,221.024,2,0.2,-55.256,2020-10-29 04:49:38.564995500
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,3080.0,7,0.0,1416.8,2020-10-29 06:35:59.351546084
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,79.96,4,0.0,18.3908,2020-10-29 08:22:20.138096668
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0.0,170.5113,2020-10-29 10:08:40.924647256
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0.0,15.552,2020-10-29 11:55:01.711197840
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.196,2020-10-29 13:41:22.497748424
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,9449.95,5,0.0,4630.4755,2020-10-29 15:27:43.284299012
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0.0,6.47,2020-10-29 17:14:04.070849596
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072,2020-10-29 19:00:24.857400180
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11,2020-10-29 20:46:45.643950768
